Date / Time,City,State,Shape,Duration,Summary,Posted
11/13/02 05:10,Academy,TX,Other,1 minute,I was driving to work north highway 95 at 5:10 am before i reached actual site I atarted to see alot of lights looking like a huge sort,11/20/02
11/11/02 18:37,Garwood,TX,Cylinder,Momentary,Cylindrical object with no wings appeared high in the sky.,2/25/03
11/10/02 20:00,Dallas,TX,Light,30 minutes,Erratic moving light beneath a Delta Flight out of Dallas.,11/20/02
11/9/02 09:00,Kingsville,TX,Cylinder,10 minutes,Silver Cylinder Observed Near Navy Jets Practice Dog Fight In Texas,11/16/02
11/8/02 16:30,Texarkana,TX,Light,approx.2 min.,"flashing,then solid with bright flaring.",11/16/02
11/8/02 12:00,Houston,TX,,15 Minutes,Probably not UFO - But WHAT was it that may have exploded?,11/9/02
11/3/02 17:40,Chillicothe,TX,Cylinder,four minutes,Large white cylinder shaped object - stationary then accerated out of sight,11/4/02
11/1/02 01:00,Austin,TX,Other,15 seconds,"Black square object seen over Austin Tx, Fall of 2002.",11/26/03
10/31/02 21:00,Houston,TX,Triangle,30 seconds,v shape ufo,12/23/02
10/30/02 17:55,Austin,TX,Fireball,:05,There was no smoke or trailing from the fireball so it wasn't a rocket or metor.,11/4/02
10/30/02 01:00,San Diego,TX,,2 minutes,San Diego CA Marine Air Base Ball of Light,12/12/09
10/29/02 17:45,Austin,TX,Fireball,3 seconds,"""Comet Like"" Blue/Green streak before dusk.......",11/4/02
10/29/02 12:00,Bertram,TX,Egg,30 min,"Egg shapped craft, leaving trail of spider web like material",11/4/02
10/22/02 10:04,Houston,TX,Disk,,Big shiny saucers hovering over the astro dome in houston for 3 minutes.,4/27/04
10/16/02 23:06,Austin,TX,Other,1.5 seconds,"Looked like a bright green shooting star, much larger, longer tail and brighter than a SS, headed in dowward direction.",10/28/02
10/16/02 21:00,Halletsville,TX,Oval,,I walked out side and was spotlighting my hay pasture. Looking at animals with my binoculars when I noticed 2 lights and one light in t,10/28/02
10/16/02 20:45,Waco,TX,Light,15 minutes,Dim light at high altitude moving quite fast seen to reverse course.,10/28/02
10/15/02 17:00,Tyler,TX,Cigar,,A cigar-shaped object flying near Tyler TX was shown as a still photo on Tyler's KLTV channel 7  but never  discussed again.,2/25/03
10/12/02 20:45,Paris,TX,Triangle,Less than 5 minutes,"Close encounter in Paris, TX",12/23/02
10/12/02 20:00,Paris,TX,Triangle,5 Minutes,Triangle UFO with Blue/White lights,11/21/10
10/12/02 11:00,Winfield,TX,Circle,10 minutes,"I seen a circular obect, silver in color with no wings moving north to west at a rather fast speed.",10/28/02
10/11/02 20:36,Dallas,TX,Fireball,3 Seconds,"Meteor lights up the skies over Dallas, crashes somehere to the south.",10/28/02
10/5/02 15:00,Texas (NE),TX,Cylinder,30 seconds or more,large red cylinder clearly visible from plane over rural farmland,11/4/02
10/5/02 01:30,Garland,TX,Light,20 seconds,Shooting star changes directions multiple times lasting 20 seconds,10/15/02
10/4/02 19:05,El Paso,TX,Formation,10 seconds,"V-shaped UFO Appears Across the Skies at El Paso, Texas Racing from North to South",11/9/02
10/4/02 08:45,San Antonio,TX,Triangle,,Saw a triangular ufo.,10/15/02
10/4/02 04:10,Houston,TX,Diamond,10 seconds,"diamond-shaped with lights, it split into 7 pieces and fused back together.",12/16/05
9/25/02 20:30,Grapevine,TX,Circle,lost time,"Approached by blinking lights, lost time and location while driving.",9/28/02
9/24/02 20:00,Alamo,TX,Diamond,10 minutes,I had stepped out of my house to take my kids to pick up some Burger King and when I looked at the field next to our house I saw two bi,9/28/02
9/23/02 20:30,Arlington,TX,Chevron,1 minute,chevron formation of dim lights of what seemed like either huge airplane or formation of some kind.,9/28/02
9/23/02 06:30,Round Rock,TX,Sphere,4 minutes,round bright orange object started to decend at a very fast speed,9/28/02
9/13/02 11:30,Odessa,TX,Other,30 sec.,RAH-66 black helicopters,1/19/05
9/12/02 17:00,Watauga,TX,Oval,14 minutes,"While i was jogging i notice a small brite light in the northern sky, since i was near my home a ran to get my telescope, with my wife ",9/13/02
9/9/02 20:00,Huntsville,TX,Other,seconds,White light streak in the sky traveling East to West at a very very fast speed with no sound,9/13/02
9/8/02 18:15,Abilene,TX,Disk,5-6 sec.,I was taking a walk with a friend of mine when we looked up and saw a strange object. It was silver coloured and shaped somewhat like a,9/13/02
9/5/02 23:00,Houston,TX,Disk,2 mins,"Extreme large, very bright orb gave off no light to anything else, observed in texas.",4/27/07
9/4/02 21:00,Fort Worth,TX,Triangle,10-15 minutes,Very LARGE  V shaped objects or objects,9/17/03
9/3/02 05:15,Austin,TX,Oval,15 seconds,Bright Star-Like object obsevered in South-East Sky,9/13/02
9/3/02 02:00,San Marcos,TX,Light,1 hour,DANCING BRIGHT LIGHT SEEN TWICE WITHIN 2 WEEKS,9/6/02
8/28/02 15:30,Austin,TX,Changing,5minutes,"Daytime observation of metallic object in Austin, Tx.",9/6/02
8/25/02 22:00,Richardson,TX,Disk,30 seconds,"Solid white disc traveling extremely fast, going due south.",9/6/02
8/25/02 21:30,"El Paso (over Juarez, Mexico)",TX,Circle,3 minutes to 5 min,about 9:50 pm while seating on steeps of front porche facing south I observe a light above Juarez mx just like a plane landing and as w,11/16/02
8/24/02 16:00,The Colony,TX,Disk,1-2 minutes,My daughter and I observed a bright disk shaped object flying over north Texas today.,8/28/02
8/24/02 01:37,Zephyr,TX,Other,10 hours,It was very freaky!  ((anonymous report)),12/5/16
8/23/02 14:22,Odessa,TX,Unknown,15 seconds,Heard Loud Roar....Went outside to invetigate.....But wasn't able to see it,8/28/02
8/22/02 21:50,Austin,TX,Flash,1 minute,"Very bright birdlike image with flapping wings flashing in sky, moving across sky to the south at first and then gradually turning to t",8/28/02
8/20/02 21:00,Killeen,TX,Oval,10 seconds,Fast moving oval object observed just after dark in Texas,8/28/02
8/18/02 19:00,Richmond,TX,Oval,8 minutes,A ufo over houston,8/28/02
8/16/02 22:00,Round Rock,TX,Sphere,8 Seconds,Single pulse of light followed by a high rate of speed and extraoridanary altitude.,8/28/02
8/15/02 21:45,Mesquite,TX,Light,15mins,above,8/16/02
8/12/02 21:45,Huffman,TX,Triangle,5 minutes,I saw a large triangular shaped object covered with white lights in the sky.,8/16/02
8/10/02 15:00,Emory,TX,Egg,5 Seconds,I saw a reddish orange egg shaped object fly north to south at a low altitude.,1/11/05
8/10/02 02:00,Wichita Falls,TX,Disk,Boy Scout Campout,At a camp we saw a flying object that was a circle and it had lights all a round it with one changeing color light in the middle.,12/19/03
8/9/02 00:25,San Antonio,TX,Fireball,12 seconds,At appox 12:24am myself and my neighbor witnessed an object that looked like a falling star travel at a high speed across the northwest,8/16/02
8/7/02 19:30,Humble,TX,Changing,30 min,"Strange object seen hovering overhead in the eveing sky in Humble, Texas.",8/16/02
8/7/02 12:00,Richardson,TX,Unknown,5 hours,strobes int the sky over dallas ... many saw .many shocked.....,8/16/02
8/6/02 18:00,Houston,TX,Circle,20 minutes,Saw two black objects hovering over Houston,8/16/02
8/4/02 22:30,Austin,TX,Light,Approximately 10 minutes,UFO spotted among group in Texas,8/16/02
8/1/02 20:45,Dallas,TX,Teardrop,45 seconds,"Orange and pink glowing object following a South West Airlines jet in Dallas, Tx.",8/12/08
7/31/02 09:45,Corpus Christi,TX,Fireball,seconds,small but very bright light,8/16/02
7/26/02 22:45,Dallas,TX,Fireball,2min,THESE LOOKED LIKE A TRUE CHAMZ SIGHTING. ORANGE RED AND YELLOW FIREBALLS FLEW RIGHT PAST US ABOUT 100 FEET UP IN THE SKY. THEY MOVED RE,7/30/02
7/25/02 02:00,Beaumont (Outside),TX,Light,2 hours,"Bright light (Venus-like), green, red and white, stationary for 2+ hours.",7/30/02
7/20/02 23:35,Carrollton,TX,Teardrop,3 seconds,Black teardrop shaped object seen passing across the moon leaving shadow on moons suface.,7/26/02
7/20/02 21:00,Splendora,TX,Oval,6 seconds,"IT COMPLETELY COVERED OUR WINDSHIELD AND IN IT THERE WERE APPROXIMATELY 30-50 BRIGHT  LIGHTS, EVENLY SPACED, SHINING BRIGHTLY.  WHEN IT",7/16/03
7/17/02 17:00,Addison,TX,Other,1 minute,Unidentified shape near airport,7/30/02
7/17/02 04:45,Cleveland,TX,Flash,6 min,My daughter and I were traveling on Hwy 105W between Moss Hill and Cleveland TX about 4:30 am.  There was not much traffic on the road ,7/30/02
7/15/02 04:30,Kingsland,TX,Light,5 seconds,Bright ball of light saw over top of house,5/9/03
7/13/02 22:00,,TX,Formation,,3 AIRCRAFTS IN TRIANGLE FORMATION. THE 2 FRONT AIRCRAFTS WERE FLYING WITHOUT ANY LIGHTS.THE THIRD ONE HAD LIGHTS.,7/26/02
7/10/02 22:30,Canadian,TX,Unknown,10min,there were three lites traveling across the sky in formation exactly the same distance from one another and it was huge and there was n,8/16/02
7/9/02 21:30,San Antonio,TX,Circle,1 hour,"bright light,possible spinning,moving west",7/26/02
7/7/02 04:37,Cedar Hill,TX,Formation,3 minutes,"Large triangle formation of white lights slowly move across sky, as one light crosses behind its path.",7/26/02
7/6/02 11:45,Houston,TX,Triangle,10-11 secs,Black Triangle with Green Lihgts!,7/26/02
6/19/02 21:50,Houston,TX,Light,seconds,Bright object in Houston sky,7/1/02
6/18/02 14:25,Dallas,TX,Circle,about 1 minute,Saw a small bright object with fast erratic moves.,7/1/02
6/15/02 22:05,Pflugerville,TX,Light,1.5 min.,I had just watched the shuttle and space station cross over from nw to se.Then about 2 mins after a twice as large sta5r looking th,7/1/02
6/15/02 21:56,Dale,TX,Circle,7 min. approx.,3 UFO's over Central Texas,12/12/09
6/13/02 11:00,Austin,TX,Other,10 sec. ??,"Buick seen in Austin, TX, with NUFORC sign on its side door.  Thank you!  Peter Davenport",6/13/02
6/12/02 20:30,Midland,TX,Formation,8 minutes,Sighting of a formation of cigar shaped U.F.O.s,5/15/06
6/3/02 22:15,Dallas,TX,Unknown,10 seconds,"Well, I was outside of my house with a friend. We were trying to make out the constellations when all of a sudden I saw a very bright l",6/12/02
6/2/02 16:00,Arlington,TX,Sphere,10 minutes?,6 white orbs going south to north in daylight sighting at high altitude.,7/1/02
6/2/02 14:30,Corpus Christi,TX,Disk,10 minutes,Strange white flying objects flying together in perfect unison.,6/12/02
6/2/02 04:00,Glen Rose,TX,Circle,1 1/2 hours,Unknown craft observed hovering near nuclear power plant,10/28/02
6/1/02 22:30,San Antonio,TX,Formation,5 min,"Group of lights flying south in San Antonio, TX.",6/12/02
6/1/02 02:00,Athens,TX,Unknown,1-2 hours  ?,I don't feel like I am in control of my life !!!!,7/26/02
5/31/02 22:00,Irving,TX,Formation,5 minutes,Four lights maneuvering high in the sky and departing a a high rate of speed.,6/12/02
5/30/02 17:00,Waco,TX,Other,3-5,"CRAFT LARGER THAN A COMMERCIAL A/C, LOOKED LIKED A COMMERCIAL A/C, BUT HOVERED IN MID-AIR AT 300 FEET!",6/12/02
5/26/02 21:00,Wimberley,TX,Unknown,30 minutes,"Object high in the sky, above jet flying zones, moving in tiny loops and forward and quickly in reverse.",6/12/02
5/25/02 03:00,Shady Shores,TX,Unknown,10 minutes,normal jet disapears,6/12/02
5/23/02 13:00,Round Rock,TX,Changing,,there was no clouds and i have better than average eyes.,8/7/07
5/22/02 04:50,Nederland,TX,Chevron,6 m,"One morning I, looked up and..Wow !!!",5/11/05
5/20/02 22:09,Plano,TX,Light,2 minutes,Star-like object made two right angle turns before fading away.,6/12/02
5/18/02 01:23,Rowlett,TX,Disk,2 minutes,Silver disk moved quickly out of sight.,6/12/02
5/15/02 01:30,Center,TX,Triangle,3-5 seconds,"spotted twice, triangular with white lights, no sound",6/12/02
5/14/02 15:30,Houston,TX,Circle,5 min,PEOPLE ARE STRANGE -- WHATS STRANGER IS THE FACT THAT SOME PEOPLE STILL BELIEVE THERE IS NO LIFE OTHER  THAN OURS IN THIS UNIVERSE.,6/12/02
5/13/02 03:50,Copperas Cove,TX,Diamond,,at home walking and saw the ship.,5/14/02
5/10/02 22:00,Spring,TX,Circle,1 minute,"fast/manuevering UFO over Spring, Tx. on night of 5/10/02, 10pm",5/14/02
5/5/02 01:20,Sachse,TX,Other,20 minutes,"There was a bottled-shaped, bright bluish/violet craft that came down and hovered above us before circling us and flying away.",5/14/02
5/5/02 01:00,Laredo,TX,Triangle,20 seconds,Massive object passing over house,5/24/05
5/3/02 00:00,San Antonio,TX,Light,3 seconds,I was standing outside of a friends house. Looking above a house on the horizon. In the sky I saw a light which resembled a star. It wa,6/12/02
4/27/02 15:30,Galveston,TX,Other,20 seconds,Strange shape observed gliding over Galveston island during a warm Saturday afternoon.,5/14/02
4/24/02 00:30,Elm Mott,TX,Triangle,1.5 min.,Lighted triangular craft seen north of waco tx.,5/14/02
4/22/02 19:00,Conroe/Houston (between),TX,Diamond,about 20 mins,I was cruisin south  on I45 between Conroe and Houston when i noticed two lights hovering near  the freeway.,2/22/05
4/20/02 21:30,Killeen,TX,Triangle,bout 10 seconds,Triangular with lights on the corners with the ability to fly at high and real slow speeds.,8/28/03
4/17/02 21:45,San Antonio,TX,Unknown,20 minutes,Seven UFOs spotted on a beautifully clear south Texas night over San Antonio,4/25/02
4/17/02 21:20,San Antonio,TX,Light,2-3 minutes,NIGHT LIGHTS,4/25/02
4/13/02 20:00,San Antonio,TX,Sphere,in neighborhood,white with probaley 3 lights and there was no sound and no gasoline coming out and a sphere shape object,8/16/02
4/11/02 14:00,Midland,TX,,5 minutes,White light establishes message to two witnesses in Texas,5/29/12
4/10/02 22:15,Azle,TX,Cigar,2-3 MINUTES,"Silent ,cigar-shaped UFO with round,gold lights and orange tail traveled alongside car at tree level",6/12/08
4/10/02 16:35,Austin,TX,Sphere,5minutes,I was headed for work and was dropping off my trash at the Trash dumpster and looked up and saw a Silver Sphere just hovering. It was a,4/25/02
3/30/02 21:00,Texarkana,TX,Circle,1 minute,BRIGHT blue neon light going across sky(no streaks) and about the size of three stars.,8/16/02
3/30/02 20:30,Comstock,TX,Other,unknown,I saw no flying object.,2/25/03
3/26/02 23:30,Borger,TX,Circle,10 seconds,"Saw flying object travel very quickly, stop, then accelerate again",4/8/02
3/20/02 22:00,Sherman,TX,,,"I need to inform you of something that I recalled, after I filed (the original report which is shown below:)  Occurred : 3/20/2002 22:",5/8/14
3/20/02 22:00,Sherman,TX,Unknown,"30 minutes, at least","Sherman, TX. Police Officers and People in Neighborhood See UFO Flying Above Power Lines",10/15/02
3/19/02 13:00,Dallas/Grand Prairie,TX,Sphere,15 mins,the three balls moved like three fling magic balls,4/9/04
3/18/02 22:00,Bloomington,TX,Sphere,approx. minutes,3 spheres flashed colrs as we were riding our bikes in a circle around a lantern.,4/25/02
3/18/02 20:34,Travis County,TX,Triangle,3-4 Minutes,My friend and i saw a triangle that couldn't possibly be a plane,4/8/02
3/15/02 20:45,Midland,TX,Oval,about 3 minutes,Unidentified oval shape object seen in Texas,7/26/02
3/14/02 20:30,Cleburne,TX,Disk,12 minutes or more,This huge object surely was seen by others just due to its tremendous size. No doubt about it: this was not any form of 'known' craft.,4/8/02
3/13/02 21:00,Richardson,TX,Oval,20 min.,Object hovers over house in populated neighborhood.,6/4/04
3/6/02 07:50,Wimberley,TX,Unknown,at least 2 minutes,"I was drawn out my kitchen door by a hissing air sound, my step son had stepped outside just before me and had become aware of the soun",3/19/02
3/6/02 03:30,Valley Mills,TX,Fireball,5 seconds,Fireball or meteor?,3/19/02
3/1/02 00:30,Keller,TX,Unknown,3-5 minutes,They looked like 4 arched windows of white light that faded into the night.,3/19/02
2/28/02 03:00,Denton,TX,Unknown,3 minutes,"Slow moving aircraft that would change lights from white to red, and made a quiet droning sound.",3/19/02
2/16/02 17:50,Arlington,TX,Light,17:50 to 17:52,"Silver-White stationairy ball that gradually got smaller in size, and dissppeared.",8/16/02
2/15/02 22:00,Franklin,TX,Light,1 min,Bright Light No Sound Above Tree Tops,2/25/03
2/15/02 20:30,Pinehurst,TX,Circle,???,3 objects then 4th one apeared in the middle of them all.,5/14/02
2/14/02 01:00,Houston,TX,Unknown,Not sure,An unforgettable witness to a ufo,2/22/02
2/12/02 07:15,San Antonio,TX,Disk,,I noticed a saucer like object in a picture that I took with my digital camera.,2/22/02
2/11/02 19:30,Brookston,TX,Unknown,3 sec,traviling north to south very fast just above tree line no sound  orange blue lights,2/22/02
2/10/02 23:59,Fort Worth,TX,Fireball,3 to 5 minutes,We saw fireball like objects coming from the earth into the sky.,2/22/02
2/8/02 18:00,Big Spring,TX,Light,20 minutes,Multiple lights appeard in sky East of Big Spring Texas.,3/19/02
2/7/02 19:40,Abilene,TX,Light,19:45,"I was on my way home when I saw a very large light, to large to have been an airplane from that height.  It passed behind big buildings",2/22/02
1/31/02 22:00,Irving,TX,Diamond,8seconds,"as i was driving down i-30 east towards dallas my friend noticed something in the sky,as i looked up coming from north to south we noti",2/22/02
1/31/02 22:00,Frisco,TX,Unknown,10-15 seconds,Rocket like object lights up sky as it streaks across North Texas sky.,2/22/02
1/31/02 21:57,Helotes,TX,Sphere,30 seconds,Blue Sphere moving at high rate of speed,2/22/02
1/31/02 21:55,North Richland Hills,TX,Sphere,20 seconds,"ran very very fast and was bright, intill you could not see it in the sky",2/22/02
1/31/02 21:50,Plano,TX,Light,,At approximately 9:50 pm we where traveling east when we saw a glowing blueish/green object sore through the sky many times faster than,2/22/02
1/31/02 21:48,Reagan,TX,Light,Apprx 5 seconds,Bright blue light crosses Texas sky on a clear January night.,2/22/02
1/31/02 21:45,Houston,TX,Light,4 seconds,"Bright fast moving light, no sound and no ""tail"" like a meteor, moving across the horizon.",2/22/02
1/23/02 18:10,Arlington,TX,Light,18:10 to 18:14,Sllver-White stationairy light viewed through 10 x 50 hand held binoculars,8/16/02
1/21/02 18:00,Cisco (Just before),TX,Circle,a few seconds,"A red light hovered and vanished in the sky just outside of Cisco, TX at aprox. 6:55 pm.",1/29/02
1/12/02 13:45,Granbury,TX,Disk,11minutes,Unusual object flying low at a slow speed,2/22/02
1/11/02 21:40,San Antonio,TX,Rectangle,36 seconds,Large rectangular object with muticolored lights like needled in  a pin cushion,8/24/10
1/7/02 19:15,Pasadena,TX,Light,45 minutes,multiple lights bring on heavy air traffic from militray base,1/11/02
1/7/02 06:30,Houston,TX,Light,2 or 3 minutes,"January 7, 2002 Monday, I was going to work at 6:30 a.m. outbound on 45. When I was past the beltway I saw a huge light in the sky to m",1/29/02
1/7/02,Houston,TX,Fireball,,I saw it ON THE NEWS-not personally.,1/11/02
1/6/02 17:00,Tomball,TX,Triangle,2 miinutes,"Triangular Craft with bright white, red and green llights.",1/11/02
1/6/02 15:00,Spring,TX,Sphere,30 seconds`,"Silver sphere/rectangle object seen in clear blue sky above Spring, Tx.",1/11/02
1/1/02 22:00,Oakwood,TX,Triangle,2 min,triangular ufo seen in oakwood texas,2/22/02
1/1/02 19:00,El Paso (100 miles outside),TX,Unknown,about 15 sec,biazzare lights in the desert where there were no living things,4/25/02
12/31/01 18:55,Pasadena,TX,Rectangle,1 second,Large rectangular craft seen New Year's Eve,1/11/02
12/31/01 15:00,Dallas,TX,Circle,several minutes,"Perfect Circle UFO Spotted at 30,000 Feet",1/11/02
12/29/01 05:30,San Antonio (Canyon Lake/near),TX,Circle,30 sec.,"In the south I saw some lighted objects that went on for about 3 seconds, then nothing.  ((anonymous report))",7/25/19
12/28/01 21:45,Richardson,TX,Triangle,3 minutes,Triangular shape ship with red light on bottom moving a circular motion. Went very slowly.,1/11/02
12/28/01 18:30,Houston,TX,Light,10 seconds,Bright Light High in sky moving north to south,1/11/02
12/26/01 23:53,Montgomery,TX,Triangle,15 seconds,"hello Sir/Mam, On the night of 12/26/01 (the night after x-mas) @ 11:53 zulu .  Let me tell you a little about myself, I grew up on mil",1/11/02
12/6/01 22:00,Wichita Falls,TX,Other,2to3 minutes,weird thing in texas,1/11/02
12/5/01 22:54,Birmingham,TX,Unknown,1 hour,I Have No Idea What Happened,6/12/02
12/3/01 17:30,Brock,TX,Fireball,5 minutes,What was over Texas 5-3-01,1/11/02
12/2/01 22:00,Falcon,TX,,10 minutes,((HOAX??))comet like white bright vapor,7/5/08
12/1/01 23:00,Big Spring,TX,Other,30 secs,bright lights stream across sky and leave a bright orange tail then slowly fade out.,12/5/01
12/1/01 22:45,Weatherford,TX,Formation,30 seconds,Serveral blue lights with long contrails travelling for 30 seconds from south to north in the western sky as viewed from Weatherford TX,12/5/01
12/1/01 22:30,Eureka,TX,Fireball,5-10 seconds,Two lights w/firetail changed direction in sky at high rate of speed.,12/5/01
12/1/01 22:20,Canyon (outside of),TX,Formation,4 min.,"the lights were traveling from the west side of canyon, tx. it looked like a an airplane taking off and being attacked by other small a",12/5/01
12/1/01 22:20,Ozona,TX,Cone,2 minutes,slow moving groups of lights with tails moving in cone shaped formation from west to east at a low altitude.,12/5/01
12/1/01 22:20,Richardson,TX,Fireball,<1 minute,This encounter consisted of a brief sighting of several fireballs and related streaks seemingly flying in formation.,12/5/01
12/1/01 22:20,Newton,TX,Fireball,3 seconds,Bright object appeared to be burning up in atmosphere as in re-entry.,12/5/01
12/1/01 22:18,Aledo,TX,Formation,1 minute,"Three craft, with red and white ""tails"", slower and larger than shooting strars were seen moving fron SW to Northeast.",12/5/01
12/1/01 22:00,El Paso (outside),TX,Rectangle,10 minutes,Observed a massive rectangular silent object with glowing red spears on either side about 150 ft off the ground for ten minutes,6/20/11
12/1/01 20:30,East Barnard (county farm road),TX,Other,ten minutes,"A huge display of lights more in the form of a disc, but  too large and obsured to make that determination.",1/11/02
11/30/01 00:00,Indian Creek,TX,Light,3 or 4 hrs,lights that followed us for several hours.,12/16/05
11/28/01 13:00,Dallas,TX,Disk,2 minutes,"November 2001 Dallas, Texas UFO sighting downtown",7/26/02
11/20/01 21:00,Shiner,TX,Cylinder,45 seconds,Thought large Jetliner was landing.,7/8/16
11/18/01 05:30,Dickinson,TX,Changing,"30""","Erratic point of light observed over the Galveston Bay area, TX.",11/20/01
11/18/01 05:00,Dickinson,TX,Changing,50 minutes,single point lite source changing occasionally to bipolar red/azure elongated object rapidly jerking around nite sky,11/20/01
11/18/01 04:45,Houston (Spring),TX,Cylinder,1.5 - 2.0 min.,"Large Cylinder with six orange (low-glow) lights moving slowly within 3 miles of IAH, heading toward IAH (Airport)",12/5/01
11/18/01 04:30,Houston (Spring),TX,Cylinder,3-4 min.,"Six elongated lights, cylinder shaped, although actual ""craft"" could not be seen. NO sound. Smooth travel, no wavering.",11/20/01
11/7/01 10:00,Alpine,TX,Other,approx. 2 min.,"Silent, triangle",1/22/04
11/7/01,West Columbia,TX,Fireball,2 seconds,Green Fireball,11/9/04
11/5/01 22:30,Richardson,TX,Light,it's still there,there was a row of lights that was changing formation and seemed to be hovering on the right side of the moon.,11/20/01
11/1/01 17:00,Texarkana,TX,Oval,15 minutes,"The object very bright, shimering, as bright as the setting sun about 25 degrees to the south!! Oval or disc shaped standing upright, h",11/20/01
10/31/01 19:11,San Antonio,TX,Formation,2 - 4 min/24 ttl,Very large UFO sighted while masked/hiding in rolling cloud bank at sunset.,11/20/01
10/30/01 00:30,Austin,TX,Fireball,3 sec,"Firework like flash looking like one lighted point hitting another and creating short spark shower, then dissapears.",11/20/01
10/27/01 22:38,Houston,TX,Light,10 seconds,"Light at great speed ,no sound.",11/20/01
10/27/01 11:50,Huntsville,TX,Other,,Im part of a marching band and we're from Houston. We went to a competition in Huntsville and for our lunch break we headed back to the,11/20/01
10/26/01 01:30,Kountze,TX,Light,40 minutes,UFO seen by 3 over Texas,11/20/01
10/25/01 14:30,Terrel,TX,Oval,15 seconds,Large Circular Ball ufo Videotaped in Terrel Texas.,11/20/01
10/25/01 01:31,Houston,TX,Oval,1 minute,A dark gray object traveling across the night sky.,11/20/01
10/21/01 06:00,Callahan County (cross plains in rural area),TX,Light,15 seconds,"glowing round object approaches at a distance ,turns away suddenly and disappears.",11/20/01
10/20/01 15:00,Terrell,TX,Circle,3min,UFO Outflys Gov Bomber in Terrell Texas,9/28/03
10/18/01 07:36,Houston,TX,Light,2 minutes,UFO was slow but left very quickly.,11/20/01
10/18/01 01:30,San Antonio,TX,Light,5 seconds,"Last Friday nite my wife and I traveled back to San Antonio from Victoria,Texas after a High school game.  My daughters are on the danc",11/20/01
10/17/01 22:29,Crowley,TX,Changing,,teardrop shape changed into two fireballs.,11/20/01
10/15/01 23:00,San Antonio,TX,Light,15 to 30 sec.,No shadows but me>,11/20/01
10/14/01 06:00,Adkins,TX,Diamond,2:00,Erratically moving bright object with red and blue aura,11/20/01
10/14/01 01:30,Gray,TX,Circle,All Night,Moving lights in the sky,11/20/01
9/29/01 20:10,Houston (Spring/north suburbs),TX,Cigar,3-5 seconds,Sliver of light crashes in North Houston,11/20/01
9/23/01 22:58,"Junction (10 min W. of, on I-10)",TX,Oval,7 seconds,"Unidentified black object flying next to I-10, 10 minutes West of Junction, TX.",10/12/01
9/21/01 19:30,Chatfield,TX,Oval,1 hour,I was driving home from work and had just talked to my daughter on the cell phone. I looked at the clock and it said 7:30pm I told her,3/19/09
9/19/01 11:00,Gatesville,TX,,60 seconds,This is the second time something has passed overhead that could not be seen.It makes a viberating hissing noise loud enough that you c,10/12/01
9/19/01 22:30,Amarillo,TX,Disk,2 HOURS+,LARGE SAUCER . MANY LIGHTS .   2 HRS.PLUS. TRAVELING EAST FROM AMARILLO ON I-40.2230 HRS.,10/12/01
9/10/01 19:00,Austin,TX,Triangle,5 Seconds,UFO Sighting in Austin TX Over UT/Capital Night Before 9/11,4/13/10
9/9/01 22:00,Rochelle,TX,Light,15 seconds,"on that night we were on a 4 vehicle convoy driving back from one of our sights back to fort hood, texas our base, on route 190 heading",10/12/01
9/8/01 00:35,Fort Worth,TX,Formation,30 sec.,"Fast, dull-white light multiplies and changes formation multiple time.",10/12/01
9/3/01 19:00,Midland,TX,Triangle,Photo,"A black triangle shaped ""UFO"" appeared in a picture of the Sun I took",10/12/01
9/2/01 08:59,Fort Worth,TX,Circle,15 seconds,"Circular light seen zig-zagging over Ft Worth on Sept. 2nd, 2001",10/12/01
9/2/01 00:00,Arlen,TX,Flash,3 mins,"I was driving home from my parents' house, then I saw a flash high up in the sky! At first i thought it was a shooting star or somethin",4/8/02
9/1/01 04:00,San Marcos (20 miles west of),TX,Other,3 minutes,"Silent triangle formation of three lights at extreme altitude ((NUFORC Note:  Possible sighting of U. S. Navy ""NOSS"" satellites??  PD))",7/5/05
9/1/01 03:00,Dallas,TX,Disk,1 minute,Dallas UFO in the western sky,10/12/01
8/20/01 22:00,Edge,TX,Light,2 minuets,I was looking at the big dipper when i noticed that there was a bright light directly in between the two stars that make up the bottom ,10/12/01
8/20/01 21:30,Grapevine,TX,Light,3 minutes,me my sister and a friend went to Grapevine Lake water-skiing after it got dark we sat in the boat and just talk when I looked up in th,10/12/01
8/20/01 03:00,Dean,TX,Light,5 min,the object ziged and zaged out of sight into space,9/2/05
8/18/01 00:05,Brazoria,TX,Unknown,10seconds,Large UFO flew  over treetops above  the house emmitting LOUD reverbing zip gun sounds.,8/20/01
8/10/01 22:00,Arlington,TX,Fireball,15 seconds,"Bright orange ball that seemed to crash to the ground, making a loud, sharp noise; the whole dark sky lit up in a deep blue color.",10/31/03
8/10/01 03:45,Cedar Hill,TX,Light,"1 hr., 15 min.","Large bright light moving at high speed comes to a complete stop, wanes in size and begins to pulsate with green, red and which color.",8/12/01
8/8/01 02:00,Keller,TX,Fireball,2 hrs,We saw  a fireball in the sky,7/16/03
8/4/01 23:25,Houston,TX,Cylinder,20 seconds,Rapidly moving silver cylinder crosses horizon of Houston,8/12/01
8/2/01 20:30,Rowlett,TX,Rectangle,3 minutes,Black rectangular quiet no lights flew right over us.,8/5/01
8/1/01 20:30,Austin,TX,Cone,5 minutes,Conical shaped oject with purple lights on the underside seen near a Home Depot store.,8/5/01
